app_id,category,md5hash,app_name,version_name,version_code
com.dino.rolling.skyball.balance,GAME,4ec68e3f2eb9cdaa8b4f7897c4f27e0a,Sky Rolling Ball 3D,1.176,176.0
com.dino.steel,GAME,43a2c0efba5b4f973c8a585d270eebae,Mecha Domination,5.1.5,515.0
com.direction,NEWS_AND_MAGAZINES,9e9bf4440058ff5d0057108bcbe9e07b,La Vanguardia,5.6.4,574.0
com.disco.light.multi.color.flashlight,TOOLS,8825bae9c5aa292cb2fe2cbceb77b80e,Disco Light: Multi Color Flashlight,1.15,16.0
com.discord,APPLICATION,0a052e03b6e33b60996084e991c032a9,Discord,218.12 - Stable,218012.0
com.discoverfinancial.mobile,FINANCE,2fa2b86f2e8734ae84f4a7f4bba31067,Discover,2405.0,5375009.0
com.discoverpilgrim,BEAUTY,a2ac16956c6caf53d5eb69cedd40fb68,Pilgrim,11.0.9,4194974.0
com.discoverycity.GeoCats,EVENTS,5d2579b54e91241d29464b6aae993f98,GeoCats,1.0.30,71.0
com.dish.vvm,COMMUNICATION,96757056a18d356a7577bb0a87fbb64a,Visual Voicemail,T.11.0.2.12,721420.0
com.dish.wireless.boostone,COMMUNICATION,e0b73cf8c6ce81cda97b25a365dabb93,Boost One,2.30.6,20260015.0
com.disney.datg.videoplatforms.android.abc,ENTERTAINMENT,0f2ae4e407716acb0a7e7139e5b58d0e,ABC,10.42.0.101,1915777.0
com.disney.frozensaga_goo,GAME,6f110a88cbbf15f17d567e544c9c1aba,Frozen Free Fall,13.4.3,919.0
com.disney.playdisneyparks.goo,TRAVEL_AND_LOCAL,58ba0b39376bb92792f2ad4779cd50af,Play Disney,2.31.0,30180.0
com.disney.wdpro.dlr,TRAVEL_AND_LOCAL,bc880e58827b2fd535ae0a9f62b43575,Disneyland,7.33.1,73301.0
com.disney.wdw.android,TRAVEL_AND_LOCAL,300c01ba7e1d82803f9ed2115c89a367,Disney World,7.36,73600.0
com.distinctivegames.hockeyallstars2,GAME,81bcfbc2bad63c2be30800c0bc67154f,Hockey All Stars 24,1.2.2.295,295.0
com.diva.sealive,SOCIAL,a1bca64047e6f23611014991582b6d8c,Diva,1.2.8,52.0
com.diveomedia.little.stories.bedtime.books.kids,PARENTING,a51f0c330ea9a8f413d971fe5207af56,Little Stories,4.1.7,266.0
com.dividendos.dividendosme,FINANCE,9d99cb381aebf87d9c6c6cd0fc4b8b57,Dividendos,5.0.4,376.0
com.divinecodeproductions.MathMaster,GAME,9faf0a9b226f3ca10d66435b47525432,Math Master,3.1.4,67.0
com.divinememorygames.pedometer,HEALTH_AND_FITNESS,52ee7522c28aa274a4f1dbabad74fd87,Pedometer,8.18,274.0
com.divisait.fjd,MEDICAL,a8df183d57a9c5e95b2e0a88b6d168e5,H.U. Fundación Jiménez Díaz,3.75,3750000.0
com.divisait.hospitalgeneralvillalba,MEDICAL,ba6f982efa862fd9e561136f4545d6c5,H.U.G. de Villalba,3.73,3730000.0
com.divisait.hospitalinfantaelena,MEDICAL,4d8c4b251a9a657dac6c4a0fbd61d9bb,H.U. Infanta Elena,3.75,3750000.0
com.divisait.hospitalreyjuancarlos,MEDICAL,0396de7a7245310cf732a1cf6d55ec24,H.U. Rey Juan Carlos,3.75,3750000.0
com.divisait.quironsalud,MEDICAL,642d0554285ae4c95e4cacdc32c54ddf,Quirónsalud,3.75,3750000.0
com.divoom.Divoom,ART_AND_DESIGN,3471045eb923c04e48868c9e1f1749da,Divoom,3.6.56,456.0
com.divum.ibn,NEWS_AND_MAGAZINES,d2b39a052bc6dcb7b7eca5e891153ee3,News18,12.3,123.0
com.diy.boba.drink,ENTERTAINMENT,3d0fab0a8a2fd7e880202210046f0cf7,DIY Boba Tea Drink,1.0.7,9.0
com.diyas.android.stumps,SPORTS,55434c582cf57beeed58cec0ceebbe2b,Stumps,3.6.32,90.0
com.dj.botaodememes,COMICS,1c5f098f5c7848c16c78a2c66d3e53b5,Botão de Memes,6.0,60.0
com.dji.connrctors,LIBRARIES_AND_DEMO,74163b774dedae87b949c226198ddf05,Drone Remote Controller,2.0,2.0
com.dji.overSeaStore,SHOPPING,38e8adeacb5b555252d581d12ba9f372,DJI Store,7.0.2,2473.0
com.djidrone.remots,LIBRARIES_AND_DEMO,7f50faacac24f50fdcb0f0d1d625224d,Drone Remote Control,2.9,11.0
com.djmixer.beat.music.drum.pad.edm.remix,MUSIC_AND_AUDIO,a51cb76b0d41ca4dd17fffae27e2cb63,DJ Mixer: Beat Mix - Music Pad,1.0.10,10.0
com.dki.spb_android,MAPS_AND_NAVIGATION,57e1bc22d73ba8f8fbda1cc689c8dc82,따릉이,2.0.78,96.0
com.dkv.appdkv,MEDICAL,c449f1c9186716ff1813765fb99a0a93,Activa DKV,1.2.5,55.0
com.dkveuroservice.mobileappkit,MAPS_AND_NAVIGATION,f9c308a07d81efe9b7a774a3652ea4b5,DKV,9.1.4,2023090801.0
com.dmg.supermarket.simulator,GAME,4baca70bd1600036e3b2b902b9f7c2c7,Supermarket Manager Simulator,1.0.44,74.0
com.dmrcbus.delhimetromap2021,MAPS_AND_NAVIGATION,89d9fa71a33efb3291973385fafe2fef,Delhi Metro,1.4.9,32.0
com.dmv.app,AUTO_AND_VEHICLES,83cab8879ccb5a56119e4499118072a4,DMV Test Pro,1.1.6,43.0
com.dmvpracticetest.android,AUTO_AND_VEHICLES,45bc57db4b1f74c935f3febe8b4d2af3,DMV Practice,1.2.3,7.0
com.dmvwrittentest.android,EDUCATION,5ec01658d2e1b29c695b9365c9468301,Drivers Test,1.1.50,81.0
com.dn.games.dtcpoker,GAME,a1bc0a05a7790b6545ed2b99e7ef0419,Poker Legends,0.6.97,697.0
com.dna.solitaireapp,GAME,68245640340e1c4eaaf22502f8203d47,Solitaire,28.2.2,4656.0
com.dnie_sign.certificado_digital,PRODUCTIVITY,7238e8965281e4dd2f82313abb7f4454,Certificado Digital,5.80,96.0
com.dnie_sign.midni,PRODUCTIVITY,3ac1dce7321ef3342348fcca56b78baf,mi DNI,2.90,29.0
com.doapps.android.mln.MLN_18f5510dffbc3d27e96d0e8c148d8b76,NEWS_AND_MAGAZINES,daccffdcc92804100b2af23f4aea196d,First Alert 4,131.0.18,2021081841.0
com.doapps.android.mln.MLN_2a3d6d6cc4b5e77238c1fc1bb6cdd681,NEWS_AND_MAGAZINES,931de6ecbed0b7ea77e7c76ccb025763,NBC Palm Springs,v5.08.03,4908076.0
com.dobroapps.popit.anti.stress,ENTERTAINMENT,79ce8ad77f8aa915a6a84e56e92f0f74,Pop It Antistress,1.5.2,14.0
com.docon.patientapp,MEDICAL,196c71b8001232b330c214b482797aba,DocOn,10,31.0
com.doctorondemand.android.patient,MEDICAL,ac8acba8e0b5f35b25bb49740ccb8a29,Doctor on Demand,2024.19.1,5406642.0
com.doctorslab.inc.fflogomaker,ART_AND_DESIGN,0e8cc6be738d795fd5e5a68fdaedd024,FF Logo Maker,2.9,22.0
com.document.manager.filedocumentmanager,BUSINESS,6cb267fe08da89ba7ddcfbbedb042d99,Document Reader,38,38.0
com.documentreader.documentapp.filereader,PRODUCTIVITY,4eaf3352dad940ceee5e9e623a7dedb3,All Documents Reader,2.7.16,1007.0
com.documentscan.simplescan.scanpdf,BUSINESS,a82e6b5d63e309168c120fc4132ad632,Documents Scanner,3.10.23,410.0
com.docusign.ink,PRODUCTIVITY,ed1909a644a5ac00474d4e91d0944785,Docusign,3.44.1,2020074100.0
com.docxreader.documentreader.wordoffice,PRODUCTIVITY,8b8e43e325cd892f07e42cd00a17cf4d,All Document Reader,1.3.8,39.0
com.doe.rsos,EDUCATION,bba0a3bf0bf877a6b4fdc7e8c8cdbdfd,Rajasthan State Open School,1.0.11,2011.0
com.dofi.burlov,TRAVEL_AND_LOCAL,e77a998c4d078e197a944aa0dfbfc38e,Upplev Burlöv,1.46,16.0
com.dogbytegames.blockyrush,GAME,a2973199e8fee68e18fd686d2d17a013,Blocky Highway,1.2.6,52.0
com.dogbytegames.offtheroad,GAME,0912b534e4947b5e13cd0297844a6f11,Off The Road,1.15.5,258.0
com.dogbytegames.zombiesafari,GAME,d5644088d690d08a20c3fed3d239132b,Zombie Safari,1.2.6,52.0
com.dogerescue.drawpuzzle.save,GAME,00aeaee0d572d49374353d57b7b4c8f9,Doge Rescue: Draw To Save,1.2.0,33.0
com.dogfooderz.monkey.openappinplaystore,TOOLS,e10b60f3868e24bac7cbd271f985a149,App Store Shortcut,15,15.0
com.dogpack,SOCIAL,5a09f0841145d5e4a8a239bd1eb71518,DogPack,3.7,137.0
com.doionline.sdcardmanager,TOOLS,c667f715c6f14502e1f08247428bfa97,SD Card Manager,1301.2023,31.0
com.doktorskin.modindianbusbussidkerala,EVENTS,d27ac99b7889f0dd76c9d1f111b7f944,Mod Bus Full Livery Simulator,1.0,1.0
com.doll.lifeworld,GAME,194902a0696b01fedff0a51ab90c475b,Pippi Life:Anime World,1.11,12.0
com.doll.makeover.dressup.games,GAME,c27b249f139417a09a3aeb47138e7ed1,Paper Doll Makeover & Dress Up,1.1.0,10.0
com.dollargeneral.android,SHOPPING,a242cdbc305fa050daea01fc22aa6cbb,Dollar General,12.9.2,302168.0
com.dollartree.consumer,SHOPPING,4398b702ad5893b034f464c04ef5abc7,Dollar Tree,1.1.1,5010816.0
com.dominos.bd,FOOD_AND_DRINK,dd42c16d0489642879eaf3bdec281db4,Domino,2.0.25,28.0
com.dominos.in.offer.app,FOOD_AND_DRINK,722c7249069e35b24c863298e85b88b6,Dominos Offers,2.0,2.0
com.dominospizza,FOOD_AND_DRINK,1efcc13549612db6dbb9c9920f91960e,Domino,11.4.0,490.0
com.dominospizza.az,FOOD_AND_DRINK,0d947e333bcfa38f1efbdc230aed54c1,Domino,3.4.3,42.0
com.domobile.applock.ind,TOOLS,b2eab8638da38f08cdcb07b946292956,AppLock,5.9.0in,2024051001.0
com.domusa.iconfort,HOUSE_AND_HOME,9a4cf5cbb6ee5e534c1009986019d0b8,iConfort,2.1.4,214.0
com.donaldson.swimsync,SPORTS,581886f1c8e3eb9bb6bb26843fa9770f,Swimsync,2.1,62.0
com.donbalon,SPORTS,361d17f6775d6060ebbb83e557ff9731,Don Balón,1.0.6,10.0
com.done.faasos,FOOD_AND_DRINK,2df3f28884cc35ec24d2cf6f6b5fdb55,EatSure,7.6.3,326.0
com.dontdrivedirty.myqq.twa,AUTO_AND_VEHICLES,ea3d29634ebed8f0b718a3a66c6980d0,myQQ,2.0.0.0,6.0
com.donutgames.catphysics,GAME,4343be1c5426206e9ceb06363765dc9c,Cat Physics,1.28.3,9.0
com.donutgames.icyescort,GAME,804e894ab18fafb1b923609d978ac227,Icy Escort,1.34.1,3.0
com.doodle.master.draw.glow.art,ART_AND_DESIGN,4951ff05c29f7ea8f19294fe4eae32d7,Doodle Master,2.2.26,81.0
com.doodle.turboracing3d,GAME,7ecd048a158ee5261a977bf7688608a8,Turbo Racing 3D,3.0,21230.0
com.doordash.driverapp,BUSINESS,4e7440e0749b9977f606dd24013dade9,Dasher,7.75.7,7075079.0
com.dop4.love.puzzle,GAME,4981b365e9c9a0fcbbb09ebb453c4eff,DOP Fun,1.6,20.0
com.doprotectme,PERSONALIZATION,daa21f0d9a2673e0f70c9ffde3100e8a,ProtectMe,90008,90008.0
com.dopuz.klotski.riddle,GAME,af699570e6ad8e25326e2972b5ef72e6,Numpuz,5.3901,53901.0
com.dopuz.panda.saga,GAME,d4063be495d757d41c131f3369dc20c6,Bubble Shooter,2.7101,27101.0
com.doradogames.conflictnations.worldwar3,GAME,bfc0edca49853c871bcc248313021416,CON: WW3,0.187,187.0
com.dorna.officialmotogp,SPORTS,c4920ce518f56d569a912d75c015bccb,MotoGP,2.0.0.1634,2001634.0
com.dosecureme,PERSONALIZATION,6294960758eee5e9560c8baa8459d32f,ProtectMe Lite,90007,90007.0
com.dotnbeat.dancing.music.rhythm.handspeed,GAME,76ea88e363e3f757a811058a0778a1fe,Dot n Beat,2.4.1,203.0
com.dotscreen.tv5mondeplus.mobile,ENTERTAINMENT,3f8328edc0c3911eff5ad998433fc892,TV5MONDEplus,1.7.63,263.0
com.double.tamipro,ENTERTAINMENT,b83683876f3dce54f64568cb539c5f8b,Tami Pro,1.1.45,10145.0
com.doublefs.halara,SHOPPING,a830bab293cccf57a74e0d8a1381d8e6,Halara,1.27.1,753.0
com.doublereality.trivia2023,GAME,ed3ff3d93abf160ecc07c285fc0927d6,Millionaire,1.046,46.0
com.doubletapsoftware.basketballbattle,GAME,e1dbbd9eb943f5c40dd7969046c41263,Basketball Battle,2.4.8,2040803.0
com.doubletapsoftware.soccer.realtime.sports,GAME,2bfa4e69bafab784970316d3baabe928,Soccer Battle,1.48.2,1480201.0
com.doubleugames.DoubleUCasino,GAME,3c1f82f9982920a6534453cac575173e,DoubleUCasino,7.36.2,665.0
com.doubleugames.bingohaven,GAME,cb644ddf550f07dfc60c8e794f12cbf9,Bingo Haven,1.1.1,17.0
com.doubtnutapp,EDUCATION,e6994941008ef7d83250122db8bd8c55,Doubtnut,7.10.41,1150.0
com.downlood.sav.whmedia,PRODUCTIVITY,60b05c5903c93560cb1cf208f42ffafb,Status Saver,2.61,161.0
com.dph.critical.strike.fps.cops.counter.terrorists.games,GAME,c8e7b164298bf5555fbdd8348b459df3,Counter Terrorist Offline Game,1.0.2,4.0
com.dpmaker.motherdayframephoto,EVENTS,f47e7178afbc1c5a7c9cfc12ec947603,Mother day frame with name,1.1,2.0
com.draftkings.dknativermgGP,SPORTS,11cea081150945fc29796f29ead46093,DraftKings,5.34.668,668.0
com.draftkings.picksix,SPORTS,c613b545197bf4496c947a561ed5b134,Pick6,1.7.241762000,241762000.0
com.draftkings.sportsbook,SPORTS,8a2fdd0bb33e601c45736506776e6d8c,DraftKings Sportsbook & Casino,4.36.1,60188162.0
com.drag.dichead.survival,GAME,670ebc9b06085c281ce3c15fff6f6d17,Little Hero Survival.io,1.074,1074.0
com.dragonalwaysbest.org,TOOLS,0a688f491e8d7a8a45705582e16d1ebe,Dragon Vpn,1.5,6.0
com.dragonest.autochess.google,GAME,13fe9efb9554b10c73d3ac78ac2a4861,Auto Chess,2.23.2,12024.0
com.dramaton.dolls,GAME,af0418a6499e22741151e4c1cc207548,Go! Dolliz,3.30,330.0
com.dramaton.rockart,GAME,203c8b91d4e0b7fddbc14e5f5836eff4,Rock Art,3.00,300.0
com.dramaton.slime,LIFESTYLE,c7212110dd0d45174eaeb2ad6005ba59,Super Slime Simulator,10.53,1053.0
com.dramaton.slimepet,GAME,035c772e6db1e292fb01438fad0a7540,Slime Pet,2.80,280.0
com.draw.one.line,GAME,ac568869ce700f4b9a65046853897a94,One Line: Drawing Puzzle Game,1.0.4,5.0
com.draw.to.pee.bo,GAME,4a880476781331a0eb55534c4b03a6bd,Toilet Rush Race: Draw Puzzle,1.60,60.0
com.drawing.pad.desk.app.coloring.book.paint.sketch,ART_AND_DESIGN,3d4a79c6bbb396aa5a614834adb4285e,Drawing Pad for Everyone,1.8.5,45.0
com.drawing.pencil.at.draw.paint.trace.sketch.ar,ART_AND_DESIGN,cc59b11f4f8239af2d457c4d4c366031,AR Draw Sketch - Trace & Paint,2.1.1,42.0
com.drawing.sketch.trace.sketch.coloring,ART_AND_DESIGN,46173bdfa0db68453e1e87dd3b194819,Draw Sketch & Trace,1.0.38,38.0
com.drawingbook.pokemngocoloringbook,GAME,f6278365fe662ff7efb9d7dab7c5aefb,Coloring Pokemon,1.3,4.0
com.drawpuzzle.dop.drawit.justdrawit,GAME,5bd3459032712078aafab0134cbd2860,Draw Puzzle,1.1.7,107.0
com.drawsketch.ardraw.sketchpaint,ART_AND_DESIGN,55b740b1d71f8972c09ef81c1bbf5c02,AR Draw Sketch,1.0.9,8.0
com.drawsketch.easy.draw,ART_AND_DESIGN,fe49e25419615f779e6fc5a81e945108,Sketch Draw,1.9,10.0
com.drawsketch.tracesketch.learnsketch,ART_AND_DESIGN,c4a1ec9e550f59f735fabfbc02cf53cd,Draw Sketch & Trace,1.0,1.0
com.drbindra.badabusiness,EDUCATION,82c6ebd23b7d4154180db372fa89c0f6,Bada Business,14.4.3,443.0
com.dream.dale,GAME,3fdbf4fe1e01acbbc0445266d16dec74,Dreamdale,1.0.43,1680.0
com.dream.free.games.match3,GAME,6717d90455c4bf1d902a067825b9fffb,Dream Mania,1.4.3,61.0
com.dream.home.house.happy.paint.by.number.coloring.game,GAME,b87b9db214bf781272621fa4024e224e,Home Color,1.1.8,1001180.0
com.dream.hop.jump.ball.music.free,GAME,fc966c797a742b48a2fcb20e79bc2ad5,Dream Hop,1.0.14,16.0
com.dream.u.ai,ART_AND_DESIGN,56805429350760ba51a7fa8504c8b1dc,Dream U,2.6,26.0
com.dream11.fantasy.cricket.football.kabaddi,GAME,e0a0ff1fa6cf9f901197ae0b1043f2bc,Dream11,5.22.0,1357.0
com.dream11sportsguru,SPORTS,4b990abf23f56a21991e583ab54c2a17,FanCode,6.21.0,10960272.0
com.dreame.reader,BOOKS_AND_REFERENCE,f775946ed808b155599fe5a399920aae,Dreame,4.21.1,965.0
com.dreamgames.royalmatch,GAME,db1a379238bbd9eb76d55f283c38100c,Royal Match,20758,20758.0
com.dreamotion.roadtovalor,GAME,c3012f0cc9fa5d0b7df00ef75233ac39,Road to Valor: World War II,2.50.1705.72783,1705.0
com.dreamotion.ronin,GAME,13ce86d4846d01b4ec1c19607c878132,Ronin: The Last Samurai,2.9.667,667.0
com.dreampixels.charadestamil,GAME,69d25ecf927e4934c79595c278d9e6bc,Charades,12,12.0
com.dreamplug.androidapp,FINANCE,46b5fd1a40612d5095ed68131a619a88,CRED,4.4.2.4,40402004.0
com.dreams.sweetdream,HEALTH_AND_FITNESS,f732d0638a417ccb29174a5e1c9eca72,Sweet Dream,1.1.0,110.0
com.dreamtorise.ScaryHorrorClown3D,GAME,85111a31edd6a891c6601a5007ca2b2a,Scary Horror Clown 3D,2.3,13.0
com.dress.skirt.run.dancing.hop.game.beat.piano.hair,GAME,30ee01b60df7552ac6737f6360dd6346,Dancing Dress,1.6.7,67.0
com.dresses.coloringdodo,GAME,e92fe74f5533a55440b28d142f99520a,Glitter Dress Coloring Book,31,31.0
com.dressup.fashionshow.leftright,GAME,a448fa2133ae9d9360b2df9dc1b77d29,Left Or Right,0.5,5.0
com.driftwood.galaxybowl.free,GAME,ab38add3784f1e644fd299b1e933f942,Galaxy Bowling 3D,15.18,151.0
com.driivz.mobile.android.evgo.driver,AUTO_AND_VEHICLES,d6dc3323aba22adf28636b5f13c699da,EVgo Charger,9.6.1,21836.0
com.drikp.core,BOOKS_AND_REFERENCE,f533af06fca8b8af897e22c61abb00b7,Drik Panchang,2.5.1,1419251.0
com.drilens.wamr,COMMUNICATION,6257703744e719eea7fb17b2fd4b10d5,WAMR,0.15.3,67.0
com.drillyapps.babydaybook,PARENTING,a7e1c0e22a0933d0641abd514de09f58,Baby Daybook,5.18.10,2370.0
com.drivequant.yeetvtc,PRODUCTIVITY,60806f2cae4bac0b39e03be507d34d07,YEET-VTC,4.52.2,678.0
com.driverevel,AUTO_AND_VEHICLES,3f3304c1697a94ab0464854f6d2f7d94,REVEL,1.0.5,43.0
com.driverlicenseapp,EDUCATION,ea34f1b0b74d39ff297e979addead996,Zutobi,4.4.13,102103.0
com.driveschool.spver,EDUCATION,c417e0289400e4dfdbb9714cc44d7366,Test Autoescuela,1.4.3,61.0
com.drivetime.MobileOnline,AUTO_AND_VEHICLES,3dce23a001b88523a8205dfcdaa7617f,DriveTime,2.0.8960866,8960866.0
com.drivetrackplusrefuel,BUSINESS,15affd8b481efe5f3db0fb4abbd06767,HP PAY,5.25,294.0
com.driveus.dmvapp,AUTO_AND_VEHICLES,8a80e7973cd8f77c672d8ad2f9b57805,DMV Exam,24,25.0
com.drivezone.car.race.game,GAME,f32c0031467eebeb9045640ce0efc3ef,Drive Zone,0.9.0,476.0
com.driving.guide.earth.navigationmap.trackingfree,TRAVEL_AND_LOCAL,2bf62c1674fe11facf1b32c1ac13c209,GPS Earth Maps,3.3.4,87.0
com.drivingapp.licencetest,AUTO_AND_VEHICLES,7827e3aba940bda6ced1d346acaa8c7e,DMV Permit test,1.7.3,38.0
com.droid.hellobrai.baalveerReturnsPianotiles,GAME,4d97495bd2ed1638d671c5e41221b8a3,Baalveer Returns,1.0,1.0
com.droid27.transparentclockweather,WEATHER,a352659d4c4b4582a3146388ac26ea9d,Transparent clock & weather,7.01.4,1108.0
com.droidteam.weather,WEATHER,41ed8e3a791a5f8f3f72d0c6bc22656f,Weather Forecast,12.5,125.0
com.dronaer.appreos,LIBRARIES_AND_DEMO,f96707aa62f9ce842f0b800a86929d34,Drone Remote Controller,6.0,6.0
com.drone.assist,WEATHER,24af676b1387f32cd2db7efcf1dd908c,DroneForecast,1.3.7,50.0
com.droneflight.ux.dev,EVENTS,675b68ea65272f513dc14c18f12f75d7,Go Fly for DJI Drones,5.8,13.0
com.dropbox.android,PRODUCTIVITY,10940b679c00fede5318c3bc7c239147,Dropbox,366.2.2,36620200.0
com.dropthebeat.beatblade,GAME,357d66222128ab32d98617179660d059,Beat Blade,4.0.8,870.0
com.droxz.cerpo,GAME,dccc3822b117ea559643bcb77be01558,Droll Soccer,1.14.15,16.0
com.drugscom.app,MEDICAL,a366d0c2f82eec828743ea42544cc300,Drugs.com,2.14.11,135.0
com.drum.electronicdrumkit,MUSIC_AND_AUDIO,34fd3aa19b49427d20376c9071247d00,Electric Drum,1.0.7,19.0
com.drum.muse.pad.bit,MUSIC_AND_AUDIO,b5a74417a4c7eaf1a484956f62835149,Beat Music Maker,1.6.8,71.0
com.drwapp.butterflydrawstepbystep,ART_AND_DESIGN,64d41398b8a19e81b8d25636694eddcc,Butterfly Draw Step by Step,7.1.0,32.0
com.ds.car.driving.school.car.games.car.parking.games,GAME,d8f38c0088750a949adb1d074dbeeaa3,Car Driving Simulator,0.9,9.0
com.dsemu.drastic,GAME,f1ce3709add4bbf12a529978c6b703bc,DraStic,r2.6.0.4a,109.0
com.dsg.tractor.trolly.driving.games,GAME,33a920f0669848f519b0b08f30fb8a0e,Tractor Driving Game,1.3,13.0
com.dsnl.multicall,COMMUNICATION,e08adb46a7c4177b3031c75795d3858c,MultiCall,8.9.5,82.0
com.dsrtech.menhairstyles,BEAUTY,b1a63348794ba30de7c810a7eee78a2e,Hairy,7.1,81.0
com.dsrtech.traditionalgirl,BEAUTY,97bf115ead6c89cd669862f1fdaa07e3,Traditional Girl,1.9,10.0
com.dstukalov.walocalstoragestickers,COMMUNICATION,5bc29b6d62d4f7ce78aa0ee7f3773091,Personal stickers for WhatsApp,1.27,27.0
com.dsw.android,SHOPPING,2a1d60519563950ee2ed320c76f297a5,DSW,4.146.0,2024042617.0
com.dtcreation.edenapp,PARENTING,b471a1b570df9ac60405a0f8ff2a67e3,Eden,2.0.05,205.0
com.dtgo.mqdcapp,LIFESTYLE,4ea90b64b82fb93f6cf578be2279a246,MQDC Home,1.7.1,94.0
com.dtm.bambu,FINANCE,5f685f6c58d7944a4e0fe1db9071a4c5,myBambu,3.4.15,10301156.0
com.dts.freefiremax,GAME,bc5b9f1e7854008c7a583739d8e8175a,Free Fire MAX,2.104.1,2019114374.0
com.dts.freefireth,GAME,1172546a7cd199609295927cd249e71d,Free Fire,1.104.1,2019117297.0
com.duaag.android,DATING,da78999b8786689805047f86fa134841,dua.com,3.18.0,122.0
com.dual.camerasid,LIBRARIES_AND_DEMO,5cd9faa4f128e445da791abbebeedff2,Dual Camera Sides,7.0,7.0
com.dualapps.trendingapps.vahaninfo,AUTO_AND_VEHICLES,86f640cb5a0c1e930051268dc71f6819,Vahan Info,1.0.1.21,21.0
com.dualsi.cam,LIBRARIES_AND_DEMO,fc49172377a1348a0e383cd83e3efc69,Dual Camera,3.0,3.0
com.dualspace.multispace.androidx,PERSONALIZATION,1b9c29dfcab61a0b14e831c2821c248f,MultiSpace,1.0.4,4.0
com.dubox.drive,TOOLS,d5ea79f29ff038a443315d340318ef90,TeraBox,3.19.3,323.0
com.duck10.mega.ramp.car.driving,GAME,1f6aaffbd3eab3d50a90c10fe7b69a64,Mega Ramp Car,1.3.0,240419130.0
com.duck13.car.driving.crash.game3d.simulator.v2,GAME,43a2070df8e23ff812e3a6b030f85795,Car Driving Crash,0.9.1,240426091.0
com.duck14.superhero.car.jump.mega.ramp,GAME,33c48496c20374c703557fd7ca0077f3,SuperHero Car,1.1.1,240509111.0
com.duckduckgo.mobile.android,APPLICATION,1dffc392a4710f9144dcfd9359d0b345,DuckDuckGo,5.195.1,51951000.0
com.ducky.bikehill3d,GAME,39154ae92c491ca04a2976d980579834,Riding Extreme 3D,2.9.3,372.0
com.duffqiblafinder.muslim.compassapp21,LIFESTYLE,d58d0ac4831ee92f6191a5bb57042658,Duff Qibla Finder,2.1,23.0
com.duffy.adventure.game.familycartoon.babyrace,EVENTS,bd4394b58cb7405082a71a342a4df990,All Mod Bussid Vehicles India,299.0,299.0
com.duige.hzw.multilingual,GAME,7a890174516428000a0e41c4860eaec4,Legend of the Phoenix,2.9.5,151.0
com.dumoh.users,FOOD_AND_DRINK,27741013661461d0ca2978e8de00173d,Dumoh,1.0.177,100000177.0
com.dumplingsandwich.pencilsketch,PHOTOGRAPHY,787acc51227baa0a411a85aed9f9e02d,Pencil Sketch,7.8.5,98.0
com.dunasoftpc.vipsalon,BEAUTY,608cdb397d877fc9ff5bb6ab6d50bb8e,VIPSalon,1.85,18500.0
com.dunkin.coffee,FOOD_AND_DRINK,1befc660568d1ce8abf9c66f03c5bee3,Dunkin,9.2.1,160601.0
com.dunkinbrands.otgo,FOOD_AND_DRINK,b75a7021ea1a31805c5495b52d122898,Dunkin,11.1.0.341,111011.0
com.dunzo.user,SHOPPING,4269993431b4a8bc81b3615a2b4b9861,Dunzo,3.78.0.0,2152.0
com.duokan.phone.remotecontroller,TOOLS,26a9d03d968e36d9fa416ebbd8714202,Mi Remote,6.6.9R,6355.0
com.duokelike.box,PRODUCTIVITY,3e456700cd5d042085061a300395ee06, Phone Master ,1.1.5,10015.0
com.duole.klondike,GAME,35c7d3c788f8f03a627fb1e41741e7d6,Solitaire Classic,1.4.4.1,1040401.0
com.duole.solitaire.romance.journey.patience.free.card.games,GAME,df51359c94cf5ad4ae2d4f1785e4c201,Solitaire Journey,1.0.6.1,1000601.0
com.duolingo,EDUCATION,d3d1b42480eda1d56c60c550fa1fc743,Duolingo,5.126.2,1728.0
com.duolingo.literacy,EDUCATION,37b12d16c0990ad96f45b1980ad7282b,Duo ABC,1.21.0,90.0
com.duolop.sanatan,LIFESTYLE,d48790aa1871229b02fb7219a3032f4b,Sanatan,1.20.2,102.0
com.duosecurity.duomobile,BUSINESS,00ae3b46197302f518fdbbfc7ddf9e2f,Duo Mobile,4.64.0,464010.0
com.dupuz.checkers.checkmate,GAME,039f58e461ddb8d2f591441706d116b6,Chess,5.6311,56311.0
com.dutchbros.loyalty,FOOD_AND_DRINK,54ee55f7b5aff9e11cda0dd62c552d9f,Dutch Bros,2.18.4,2232.0
com.dvloper.granny,GAME,cbbfa3141015843236049a5bc4bfb68e,Granny,1.8.1,63.0
com.dvloper.grannychaptertwo,GAME,c681698c10160905bd32b32238b4e0f9,Granny Chapter Two,1.2.1,18.0
com.dvloper.thetwins,GAME,bc2d07e3435200271b27b4daf844e909,The Twins,1.1.1,7.0
com.dwvinterativa.app,BUSINESS,9e49318bc2dd267ac79fa681d03a9f7c,DWV,2.0.22,381.0
com.dxm.nopuzzle,GAME,e5b26a1734b44a3972700166289309b0,Block Puzzle,1.7.2,72.0
com.dxx.firenow,GAME,29864c0b2631c5b59b73baf7005f2ebd,Survivor.io,2.8.1,991.0
